TIME,GEO,CURRENCY,TAX,NRG_CONS,VALUE
2017-S2,IT,PPS,I_TAX,KWH1000-2499,0.2225
2018-S1,IT,PPS,I_TAX,KWH1000-2499,0.217
2018-S2,IT,PPS,I_TAX,KWH1000-2499,0.2331
2019-S1,IT,PPS,I_TAX,KWH1000-2499,0.2442
2019-S2,IT,PPS,I_TAX,KWH1000-2499,0.2533
2020-S1,IT,PPS,I_TAX,KWH1000-2499,0.2474
2020-S2,IT,PPS,I_TAX,KWH1000-2499,0.2496
2021-S1,IT,PPS,I_TAX,KWH1000-2499,0.2575
2021-S2,IT,PPS,I_TAX,KWH1000-2499,0.2726
2022-S1,IT,PPS,I_TAX,KWH1000-2499,0.3424
2022-S2,IT,PPS,I_TAX,KWH1000-2499,0.4121
2023-S1,IT,PPS,I_TAX,KWH1000-2499,0.4303
2023-S2,IT,PPS,I_TAX,KWH1000-2499,0.3768
2024-S1,IT,PPS,I_TAX,KWH1000-2499,0.3704
2015-S1,CY,PPS,I_TAX,KWH1000-2499,0.221
2015-S2,CY,PPS,I_TAX,KWH1000-2499,0.2005
2016-S1,CY,PPS,I_TAX,KWH1000-2499,0.1716
2016-S2,CY,PPS,I_TAX,KWH1000-2499,0.1827
2017-S1,CY,PPS,I_TAX,KWH1000-2499,0.2092
2017-S2,CY,PPS,I_TAX,KWH1000-2499,0.2092
2018-S1,CY,PPS,I_TAX,KWH1000-2499,0.2252
2018-S2,CY,PPS,I_TAX,KWH1000-2499,0.2571
2019-S1,CY,PPS,I_TAX,KWH1000-2499,0.2562
2019-S2,CY,PPS,I_TAX,KWH1000-2499,0.2606
2020-S1,CY,PPS,I_TAX,KWH1000-2499,0.2455
2020-S2,CY,PPS,I_TAX,KWH1000-2499,0.2003
2021-S1,CY,PPS,I_TAX,KWH1000-2499,0.232
2021-S2,CY,PPS,I_TAX,KWH1000-2499,0.2673
2022-S1,CY,PPS,I_TAX,KWH1000-2499,0.2971
2022-S2,CY,PPS,I_TAX,KWH1000-2499,0.3727
2023-S1,CY,PPS,I_TAX,KWH1000-2499,0.4274
2023-S2,CY,PPS,I_TAX,KWH1000-2499,0.3987
2024-S1,CY,PPS,I_TAX,KWH1000-2499,0.382
2015-S1,LV,PPS,I_TAX,KWH1000-2499,0.2391
2015-S2,LV,PPS,I_TAX,KWH1000-2499,0.2455
2016-S1,LV,PPS,I_TAX,KWH1000-2499,0.2448
2016-S2,LV,PPS,I_TAX,KWH1000-2499,0.2507
2017-S1,LV,PPS,I_TAX,KWH1000-2499,0.2323
2017-S2,LV,PPS,I_TAX,KWH1000-2499,0.2317
2018-S1,LV,PPS,I_TAX,KWH1000-2499,0.2234
2018-S2,LV,PPS,I_TAX,KWH1000-2499,0.2186
2019-S1,LV,PPS,I_TAX,KWH1000-2499,0.2338
2019-S2,LV,PPS,I_TAX,KWH1000-2499,0.2347
2020-S1,LV,PPS,I_TAX,KWH1000-2499,0.2459
2020-S2,LV,PPS,I_TAX,KWH1000-2499,0.2458
2021-S1,LV,PPS,I_TAX,KWH1000-2499,0.2306
2021-S2,LV,PPS,I_TAX,KWH1000-2499,0.254
2022-S1,LV,PPS,I_TAX,KWH1000-2499,0.2342
2022-S2,LV,PPS,I_TAX,KWH1000-2499,0.3927
2023-S1,LV,PPS,I_TAX,KWH1000-2499,0.4067
2023-S2,LV,PPS,I_TAX,KWH1000-2499,0.3895
2024-S1,LV,PPS,I_TAX,KWH1000-2499,0.2837
2015-S1,LT,PPS,I_TAX,KWH1000-2499,0.2075
2015-S2,LT,PPS,I_TAX,KWH1000-2499,0.2094
2016-S1,LT,PPS,I_TAX,KWH1000-2499,0.2069
2016-S2,LT,PPS,I_TAX,KWH1000-2499,0.1995
2017-S1,LT,PPS,I_TAX,KWH1000-2499,0.1754
2017-S2,LT,PPS,I_TAX,KWH1000-2499,0.1742
2018-S1,LT,PPS,I_TAX,KWH1000-2499,0.1691
2018-S2,LT,PPS,I_TAX,KWH1000-2499,0.1689
2019-S1,LT,PPS,I_TAX,KWH1000-2499,0.1903
2019-S2,LT,PPS,I_TAX,KWH1000-2499,0.1902
2020-S1,LT,PPS,I_TAX,KWH1000-2499,0.2128
2020-S2,LT,PPS,I_TAX,KWH1000-2499,0.1968
2021-S1,LT,PPS,I_TAX,KWH1000-2499,0.202
2021-S2,LT,PPS,I_TAX,KWH1000-2499,0.2162
2022-S1,LT,PPS,I_TAX,KWH1000-2499,0.2199
2022-S2,LT,PPS,I_TAX,KWH1000-2499,0.3934
2023-S1,LT,PPS,I_TAX,KWH1000-2499,0.3918
2023-S2,LT,PPS,I_TAX,KWH1000-2499,0.3109
2024-S1,LT,PPS,I_TAX,KWH1000-2499,0.3237
2015-S1,LU,PPS,I_TAX,KWH1000-2499,0.1614
2015-S2,LU,PPS,I_TAX,KWH1000-2499,0.1604
2016-S1,LU,PPS,I_TAX,KWH1000-2499,0.1575
2016-S2,LU,PPS,I_TAX,KWH1000-2499,0.157
2017-S1,LU,PPS,I_TAX,KWH1000-2499,0.1522
2017-S2,LU,PPS,I_TAX,KWH1000-2499,0.1529
2018-S1,LU,PPS,I_TAX,KWH1000-2499,0.1586
2018-S2,LU,PPS,I_TAX,KWH1000-2499,0.1602
2019-S1,LU,PPS,I_TAX,KWH1000-2499,0.1695
2019-S2,LU,PPS,I_TAX,KWH1000-2499,0.1697
2020-S1,LU,PPS,I_TAX,KWH1000-2499,0.1823
2020-S2,LU,PPS,I_TAX,KWH1000-2499,0.1821
2021-S1,LU,PPS,I_TAX,KWH1000-2499,0.1803
2021-S2,LU,PPS,I_TAX,KWH1000-2499,0.1829
2022-S1,LU,PPS,I_TAX,KWH1000-2499,0.1856
2022-S2,LU,PPS,I_TAX,KWH1000-2499,0.1846
2023-S1,LU,PPS,I_TAX,KWH1000-2499,0.1912
2023-S2,LU,PPS,I_TAX,KWH1000-2499,0.1851
2024-S1,LU,PPS,I_TAX,KWH1000-2499,0.1863
2015-S1,HU,PPS,I_TAX,KWH1000-2499,0.2054
2015-S2,HU,PPS,I_TAX,KWH1000-2499,0.2118
2016-S1,HU,PPS,I_TAX,KWH1000-2499,0.2056
2016-S2,HU,PPS,I_TAX,KWH1000-2499,0.2072
2017-S1,HU,PPS,I_TAX,KWH1000-2499,0.1826
2017-S2,HU,PPS,I_TAX,KWH1000-2499,0.1837
2018-S1,HU,PPS,I_TAX,KWH1000-2499,0.1834
2018-S2,HU,PPS,I_TAX,KWH1000-2499,0.1797
2019-S1,HU,PPS,I_TAX,KWH1000-2499,0.1718
2019-S2,HU,PPS,I_TAX,KWH1000-2499,0.1724
2020-S1,HU,PPS,I_TAX,KWH1000-2499,0.1605
2020-S2,HU,PPS,I_TAX,KWH1000-2499,0.1631
2021-S1,HU,PPS,I_TAX,KWH1000-2499,0.1552
2021-S2,HU,PPS,I_TAX,KWH1000-2499,0.1557
2022-S1,HU,PPS,I_TAX,KWH1000-2499,0.1396
2022-S2,HU,PPS,I_TAX,KWH1000-2499,0.1582
2023-S1,HU,PPS,I_TAX,KWH1000-2499,0.1464
2023-S2,HU,PPS,I_TAX,KWH1000-2499,0.1449
2024-S1,HU,PPS,I_TAX,KWH1000-2499,0.132
2015-S1,MT,PPS,I_TAX,KWH1000-2499,0.1776
2015-S2,MT,PPS,I_TAX,KWH1000-2499,0.1817
2016-S1,MT,PPS,I_TAX,KWH1000-2499,0.1766
2016-S2,MT,PPS,I_TAX,KWH1000-2499,0.1816
2017-S1,MT,PPS,I_TAX,KWH1000-2499,0.1797
2017-S2,MT,PPS,I_TAX,KWH1000-2499,0.1777
2018-S1,MT,PPS,I_TAX,KWH1000-2499,0.1687
2018-S2,MT,PPS,I_TAX,KWH1000-2499,0.1724
2019-S1,MT,PPS,I_TAX,KWH1000-2499,0.171
2019-S2,MT,PPS,I_TAX,KWH1000-2499,0.1738
2020-S1,MT,PPS,I_TAX,KWH1000-2499,0.1677
2020-S2,MT,PPS,I_TAX,KWH1000-2499,0.171
2021-S1,MT,PPS,I_TAX,KWH1000-2499,0.1683
2021-S2,MT,PPS,I_TAX,KWH1000-2499,0.1725
2022-S1,MT,PPS,I_TAX,KWH1000-2499,0.1716
2022-S2,MT,PPS,I_TAX,KWH1000-2499,0.1716
2023-S1,MT,PPS,I_TAX,KWH1000-2499,0.1616
2023-S2,MT,PPS,I_TAX,KWH1000-2499,0.1646
2024-S1,MT,PPS,I_TAX,KWH1000-2499,0.1553
2015-S1,NL,PPS,I_TAX,KWH1000-2499,0.144
2015-S2,NL,PPS,I_TAX,KWH1000-2499,0.1242
2016-S1,NL,PPS,I_TAX,KWH1000-2499,0.1052
2016-S2,NL,PPS,I_TAX,KWH1000-2499,0.1034
2017-S1,NL,PPS,I_TAX,KWH1000-2499,0.0932
2017-S2,NL,PPS,I_TAX,KWH1000-2499,0.0924
2018-S1,NL,PPS,I_TAX,KWH1000-2499,0.1104
2018-S2,NL,PPS,I_TAX,KWH1000-2499,0.1083
2019-S1,NL,PPS,I_TAX,KWH1000-2499,0.1574
2019-S2,NL,PPS,I_TAX,KWH1000-2499,0.1566
2020-S1,NL,PPS,I_TAX,KWH1000-2499,0.0516
2020-S2,NL,PPS,I_TAX,KWH1000-2499,0.0424
2021-S1,NL,PPS,I_TAX,KWH1000-2499,0.0324
2021-S2,NL,PPS,I_TAX,KWH1000-2499,0.0478
2022-S1,NL,PPS,I_TAX,KWH1000-2499,-0.1479
2022-S2,NL,PPS,I_TAX,KWH1000-2499,-0.0929
2023-S1,NL,PPS,I_TAX,KWH1000-2499,0.1683
2023-S2,NL,PPS,I_TAX,KWH1000-2499,0.0948
2024-S1,NL,PPS,I_TAX,KWH1000-2499,0.1631
2015-S1,AT,PPS,I_TAX,KWH1000-2499,0.2189
2015-S2,AT,PPS,I_TAX,KWH1000-2499,0.2203
2016-S1,AT,PPS,I_TAX,KWH1000-2499,0.2307
2016-S2,AT,PPS,I_TAX,KWH1000-2499,0.2299
2017-S1,AT,PPS,I_TAX,KWH1000-2499,0.2151
2017-S2,AT,PPS,I_TAX,KWH1000-2499,0.2071
2018-S1,AT,PPS,I_TAX,KWH1000-2499,0.2059
2018-S2,AT,PPS,I_TAX,KWH1000-2499,0.2139
2019-S1,AT,PPS,I_TAX,KWH1000-2499,0.2134
2019-S2,AT,PPS,I_TAX,KWH1000-2499,0.2158
2020-S1,AT,PPS,I_TAX,KWH1000-2499,0.2196
2020-S2,AT,PPS,I_TAX,KWH1000-2499,0.2245
2021-S1,AT,PPS,I_TAX,KWH1000-2499,0.2318
2021-S2,AT,PPS,I_TAX,KWH1000-2499,0.2413
2022-S1,AT,PPS,I_TAX,KWH1000-2499,0.2265
2022-S2,AT,PPS,I_TAX,KWH1000-2499,0.2291
2023-S1,AT,PPS,I_TAX,KWH1000-2499,0.2667
2023-S2,AT,PPS,I_TAX,KWH1000-2499,0.2721
2024-S1,AT,PPS,I_TAX,KWH1000-2499,0.2658
2015-S1,PL,PPS,I_TAX,KWH1000-2499,0.2625
2015-S2,PL,PPS,I_TAX,KWH1000-2499,0.2634
2016-S1,PL,PPS,I_TAX,KWH1000-2499,0.2601
2016-S2,PL,PPS,I_TAX,KWH1000-2499,0.2641
2017-S1,PL,PPS,I_TAX,KWH1000-2499,0.2663
2017-S2,PL,PPS,I_TAX,KWH1000-2499,0.2658
2018-S1,PL,PPS,I_TAX,KWH1000-2499,0.2485
2018-S2,PL,PPS,I_TAX,KWH1000-2499,0.2561
2019-S1,PL,PPS,I_TAX,KWH1000-2499,0.2356
2019-S2,PL,PPS,I_TAX,KWH1000-2499,0.2408
2020-S1,PL,PPS,I_TAX,KWH1000-2499,0.2606
2020-S2,PL,PPS,I_TAX,KWH1000-2499,0.2728
2021-S1,PL,PPS,I_TAX,KWH1000-2499,0.2882
2021-S2,PL,PPS,I_TAX,KWH1000-2499,0.2902
2022-S1,PL,PPS,I_TAX,KWH1000-2499,0.2569
2022-S2,PL,PPS,I_TAX,KWH1000-2499,0.2884
2023-S1,PL,PPS,I_TAX,KWH1000-2499,0.3197
2023-S2,PL,PPS,I_TAX,KWH1000-2499,0.3256
2024-S1,PL,PPS,I_TAX,KWH1000-2499,0.3039
2015-S1,PT,PPS,I_TAX,KWH1000-2499,0.3176
2015-S2,PT,PPS,I_TAX,KWH1000-2499,0.3184
2016-S1,PT,PPS,I_TAX,KWH1000-2499,0.3283
2016-S2,PT,PPS,I_TAX,KWH1000-2499,0.3192
2017-S1,PT,PPS,I_TAX,KWH1000-2499,0.2986
2017-S2,PT,PPS,I_TAX,KWH1000-2499,0.2908
2018-S1,PT,PPS,I_TAX,KWH1000-2499,0.2932
2018-S2,PT,PPS,I_TAX,KWH1000-2499,0.2995
2019-S1,PT,PPS,I_TAX,KWH1000-2499,0.2828
2019-S2,PT,PPS,I_TAX,KWH1000-2499,0.2877
2020-S1,PT,PPS,I_TAX,KWH1000-2499,0.275
2020-S2,PT,PPS,I_TAX,KWH1000-2499,0.2781
2021-S1,PT,PPS,I_TAX,KWH1000-2499,0.2696
2021-S2,PT,PPS,I_TAX,KWH1000-2499,0.2774
2022-S1,PT,PPS,I_TAX,KWH1000-2499,0.2836
2022-S2,PT,PPS,I_TAX,KWH1000-2499,0.2874
2023-S1,PT,PPS,I_TAX,KWH1000-2499,0.2648
2023-S2,PT,PPS,I_TAX,KWH1000-2499,0.2902
2024-S1,PT,PPS,I_TAX,KWH1000-2499,0.3183
2015-S1,RO,PPS,I_TAX,KWH1000-2499,0.2588
2015-S2,RO,PPS,I_TAX,KWH1000-2499,0.2697
2016-S1,RO,PPS,I_TAX,KWH1000-2499,0.2651
2016-S2,RO,PPS,I_TAX,KWH1000-2499,0.2583
2017-S1,RO,PPS,I_TAX,KWH1000-2499,0.2338
2017-S2,RO,PPS,I_TAX,KWH1000-2499,0.2559
2018-S1,RO,PPS,I_TAX,KWH1000-2499,0.2553
2018-S2,RO,PPS,I_TAX,KWH1000-2499,0.2511
2019-S1,RO,PPS,I_TAX,KWH1000-2499,0.2562
2019-S2,RO,PPS,I_TAX,KWH1000-2499,0.2681
2020-S1,RO,PPS,I_TAX,KWH1000-2499,0.2755
2020-S2,RO,PPS,I_TAX,KWH1000-2499,0.2769
2021-S1,RO,PPS,I_TAX,KWH1000-2499,0.2983
2021-S2,RO,PPS,I_TAX,KWH1000-2499,0.3076
2022-S1,RO,PPS,I_TAX,KWH1000-2499,0.4196
2022-S2,RO,PPS,I_TAX,KWH1000-2499,0.6151
2023-S1,RO,PPS,I_TAX,KWH1000-2499,0.2964
2023-S2,RO,PPS,I_TAX,KWH1000-2499,0.2983
2024-S1,RO,PPS,I_TAX,KWH1000-2499,0.2969
2015-S1,SI,PPS,I_TAX,KWH1000-2499,0.2377
2015-S2,SI,PPS,I_TAX,KWH1000-2499,0.2447
2016-S1,SI,PPS,I_TAX,KWH1000-2499,0.252
2016-S2,SI,PPS,I_TAX,KWH1000-2499,0.2544
2017-S1,SI,PPS,I_TAX,KWH1000-2499,0.2347
2017-S2,SI,PPS,I_TAX,KWH1000-2499,0.2386
2018-S1,SI,PPS,I_TAX,KWH1000-2499,0.2384
2018-S2,SI,PPS,I_TAX,KWH1000-2499,0.2422
2019-S1,SI,PPS,I_TAX,KWH1000-2499,0.2413
2019-S2,SI,PPS,I_TAX,KWH1000-2499,0.2439
2020-S1,SI,PPS,I_TAX,KWH1000-2499,0.1982
2020-S2,SI,PPS,I_TAX,KWH1000-2499,0.2468
2021-S1,SI,PPS,I_TAX,KWH1000-2499,0.2466
2021-S2,SI,PPS,I_TAX,KWH1000-2499,0.2494
2022-S1,SI,PPS,I_TAX,KWH1000-2499,0.1993
2022-S2,SI,PPS,I_TAX,KWH1000-2499,0.2759
2023-S1,SI,PPS,I_TAX,KWH1000-2499,0.2604
2023-S2,SI,PPS,I_TAX,KWH1000-2499,0.2884
2024-S1,SI,PPS,I_TAX,KWH1000-2499,0.2703
2015-S1,SK,PPS,I_TAX,KWH1000-2499,0.2615
2015-S2,SK,PPS,I_TAX,KWH1000-2499,0.2642
2016-S1,SK,PPS,I_TAX,KWH1000-2499,0.2428
2016-S2,SK,PPS,I_TAX,KWH1000-2499,0.2752
2017-S1,SK,PPS,I_TAX,KWH1000-2499,0.2259
2017-S2,SK,PPS,I_TAX,KWH1000-2499,0.2234
2018-S1,SK,PPS,I_TAX,KWH1000-2499,0.2374
2018-S2,SK,PPS,I_TAX,KWH1000-2499,0.219
2019-S1,SK,PPS,I_TAX,KWH1000-2499,0.2326
2019-S2,SK,PPS,I_TAX,KWH1000-2499,0.2315
2020-S1,SK,PPS,I_TAX,KWH1000-2499,0.237
2020-S2,SK,PPS,I_TAX,KWH1000-2499,0.2421
2021-S1,SK,PPS,I_TAX,KWH1000-2499,0.2354
2021-S2,SK,PPS,I_TAX,KWH1000-2499,0.2269
2022-S1,SK,PPS,I_TAX,KWH1000-2499,0.247
2022-S2,SK,PPS,I_TAX,KWH1000-2499,0.2618
2023-S1,SK,PPS,I_TAX,KWH1000-2499,0.2564
2023-S2,SK,PPS,I_TAX,KWH1000-2499,0.2747
2024-S1,SK,PPS,I_TAX,KWH1000-2499,0.2475
2015-S1,FI,PPS,I_TAX,KWH1000-2499,0.1624
2015-S2,FI,PPS,I_TAX,KWH1000-2499,0.1615
2016-S1,FI,PPS,I_TAX,KWH1000-2499,0.1669
2016-S2,FI,PPS,I_TAX,KWH1000-2499,0.1704
2017-S1,FI,PPS,I_TAX,KWH1000-2499,0.1734
2017-S2,FI,PPS,I_TAX,KWH1000-2499,0.1764
2018-S1,FI,PPS,I_TAX,KWH1000-2499,0.1767
2018-S2,FI,PPS,I_TAX,KWH1000-2499,0.1863
2019-S1,FI,PPS,I_TAX,KWH1000-2499,0.1901
2019-S2,FI,PPS,I_TAX,KWH1000-2499,0.1958
2020-S1,FI,PPS,I_TAX,KWH1000-2499,0.1881
2020-S2,FI,PPS,I_TAX,KWH1000-2499,0.1922
2021-S1,FI,PPS,I_TAX,KWH1000-2499,0.1907
2021-S2,FI,PPS,I_TAX,KWH1000-2499,0.2
2022-S1,FI,PPS,I_TAX,KWH1000-2499,0.2091
2022-S2,FI,PPS,I_TAX,KWH1000-2499,0.2603
2023-S1,FI,PPS,I_TAX,KWH1000-2499,0.2641
2023-S2,FI,PPS,I_TAX,KWH1000-2499,0.2465
2024-S1,FI,PPS,I_TAX,KWH1000-2499,0.2516
2015-S1,SE,PPS,I_TAX,KWH1000-2499,0.1646
2015-S2,SE,PPS,I_TAX,KWH1000-2499,0.1631
2016-S1,SE,PPS,I_TAX,KWH1000-2499,0.163
2016-S2,SE,PPS,I_TAX,KWH1000-2499,0.1769
2017-S1,SE,PPS,I_TAX,KWH1000-2499,0.1648
2017-S2,SE,PPS,I_TAX,KWH1000-2499,0.1689
2018-S1,SE,PPS,I_TAX,KWH1000-2499,0.1756
2018-S2,SE,PPS,I_TAX,KWH1000-2499,0.1877
2019-S1,SE,PPS,I_TAX,KWH1000-2499,0.1901
2019-S2,SE,PPS,I_TAX,KWH1000-2499,0.1929
2020-S1,SE,PPS,I_TAX,KWH1000-2499,0.1708
2020-S2,SE,PPS,I_TAX,KWH1000-2499,0.1723
2021-S1,SE,PPS,I_TAX,KWH1000-2499,0.184
2021-S2,SE,PPS,I_TAX,KWH1000-2499,0.222
2022-S1,SE,PPS,I_TAX,KWH1000-2499,0.2085
2022-S2,SE,PPS,I_TAX,KWH1000-2499,0.25
2023-S1,SE,PPS,I_TAX,KWH1000-2499,0.2504
2023-S2,SE,PPS,I_TAX,KWH1000-2499,0.2088
2024-S1,SE,PPS,I_TAX,KWH1000-2499,0.2251
2015-S1,IS,PPS,I_TAX,KWH1000-2499,0.1198
2015-S2,IS,PPS,I_TAX,KWH1000-2499,0.122
2016-S1,IS,PPS,I_TAX,KWH1000-2499,0.1224
2016-S2,IS,PPS,I_TAX,KWH1000-2499,0.1233
2017-S1,IS,PPS,I_TAX,KWH1000-2499,0.1183
2017-S2,IS,PPS,I_TAX,KWH1000-2499,0.1186
2018-S1,IS,PPS,I_TAX,KWH1000-2499,0.113
2018-S2,IS,PPS,I_TAX,KWH1000-2499,0.1135
2019-S1,IS,PPS,I_TAX,KWH1000-2499,0.112
2019-S2,IS,PPS,I_TAX,KWH1000-2499,0.1127
2020-S1,IS,PPS,I_TAX,KWH1000-2499,0.1065
2020-S2,IS,PPS,I_TAX,KWH1000-2499,0.1075
2021-S1,IS,PPS,I_TAX,KWH1000-2499,0.1102
2021-S2,IS,PPS,I_TAX,KWH1000-2499,0.1103
2022-S1,IS,PPS,I_TAX,KWH1000-2499,0.1147
2022-S2,IS,PPS,I_TAX,KWH1000-2499,0.1185
2023-S1,IS,PPS,I_TAX,KWH1000-2499,0.1272
2023-S2,IS,PPS,I_TAX,KWH1000-2499,0.1299
2024-S1,IS,PPS,I_TAX,KWH1000-2499,0.1378
2015-S1,NO,PPS,I_TAX,KWH1000-2499,0.172
2015-S2,NO,PPS,I_TAX,KWH1000-2499,0.1655
2016-S1,NO,PPS,I_TAX,KWH1000-2499,0.1695
2016-S2,NO,PPS,I_TAX,KWH1000-2499,0.1735
2017-S1,NO,PPS,I_TAX,KWH1000-2499,0.1629
2017-S2,NO,PPS,I_TAX,KWH1000-2499,0.1635
2018-S1,NO,PPS,I_TAX,KWH1000-2499,0.1772
2018-S2,NO,PPS,I_TAX,KWH1000-2499,0.1881
2019-S1,NO,PPS,I_TAX,KWH1000-2499,0.1844
2019-S2,NO,PPS,I_TAX,KWH1000-2499,0.1796
2020-S1,NO,PPS,I_TAX,KWH1000-2499,0.1539
2020-S2,NO,PPS,I_TAX,KWH1000-2499,0.1517
2021-S1,NO,PPS,I_TAX,KWH1000-2499,0.1828
2021-S2,NO,PPS,I_TAX,KWH1000-2499,0.2174
2022-S1,NO,PPS,I_TAX,KWH1000-2499,0.198
2022-S2,NO,PPS,I_TAX,KWH1000-2499,0.2405
2023-S1,NO,PPS,I_TAX,KWH1000-2499,0.2347
2023-S2,NO,PPS,I_TAX,KWH1000-2499,0.2488
2024-S1,NO,PPS,I_TAX,KWH1000-2499,0.2516
2015-S1,UK,PPS,I_TAX,KWH1000-2499,0.1867
2015-S2,UK,PPS,I_TAX,KWH1000-2499,0.1892
2016-S1,UK,PPS,I_TAX,KWH1000-2499,0.1875
2016-S2,UK,PPS,I_TAX,KWH1000-2499,0.1975
2017-S1,UK,PPS,I_TAX,KWH1000-2499,0.1719
2017-S2,UK,PPS,I_TAX,KWH1000-2499,0.1866
2018-S1,UK,PPS,I_TAX,KWH1000-2499,0.185
2018-S2,UK,PPS,I_TAX,KWH1000-2499,0.2008
2019-S1,UK,PPS,I_TAX,KWH1000-2499,0.2043
2019-S2,UK,PPS,I_TAX,KWH1000-2499,0.213
2020-S1,UK,PPS,I_TAX,KWH1000-2499,0.2078
2015-S1,BA,PPS,I_TAX,KWH1000-2499,0.195
2015-S2,BA,PPS,I_TAX,KWH1000-2499,0.2023
2016-S1,BA,PPS,I_TAX,KWH1000-2499,0.2011
2016-S2,BA,PPS,I_TAX,KWH1000-2499,0.2023
2017-S1,BA,PPS,I_TAX,KWH1000-2499,0.1925
2017-S2,BA,PPS,I_TAX,KWH1000-2499,0.1937
2018-S1,BA,PPS,I_TAX,KWH1000-2499,0.1934
2018-S2,BA,PPS,I_TAX,KWH1000-2499,0.192
2019-S1,BA,PPS,I_TAX,KWH1000-2499,0.1905
2019-S2,BA,PPS,I_TAX,KWH1000-2499,0.1907
2020-S1,BA,PPS,I_TAX,KWH1000-2499,0.1904
2020-S2,BA,PPS,I_TAX,KWH1000-2499,0.1966
2021-S1,BA,PPS,I_TAX,KWH1000-2499,0.1913
2021-S2,BA,PPS,I_TAX,KWH1000-2499,0.1865
2022-S1,BA,PPS,I_TAX,KWH1000-2499,0.1915
2022-S2,BA,PPS,I_TAX,KWH1000-2499,0.1926
2023-S1,BA,PPS,I_TAX,KWH1000-2499,0.1917
2023-S2,BA,PPS,I_TAX,KWH1000-2499,0.1789
2024-S1,BA,PPS,I_TAX,KWH1000-2499,0.1956
2015-S1,ME,PPS,I_TAX,KWH1000-2499,0.223
2015-S2,ME,PPS,I_TAX,KWH1000-2499,0.2319
2016-S1,ME,PPS,I_TAX,KWH1000-2499,0.2253
2016-S2,ME,PPS,I_TAX,KWH1000-2499,0.2321
2017-S1,ME,PPS,I_TAX,KWH1000-2499,0.2196
2017-S2,ME,PPS,I_TAX,KWH1000-2499,0.223
2018-S1,ME,PPS,I_TAX,KWH1000-2499,0.2213
2018-S2,ME,PPS,I_TAX,KWH1000-2499,0.223
2019-S1,ME,PPS,I_TAX,KWH1000-2499,0.2236
2019-S2,ME,PPS,I_TAX,KWH1000-2499,0.2222
2020-S1,ME,PPS,I_TAX,KWH1000-2499,0.2114
2020-S2,ME,PPS,I_TAX,KWH1000-2499,0.2149
2021-S1,ME,PPS,I_TAX,KWH1000-2499,0.2084
2021-S2,ME,PPS,I_TAX,KWH1000-2499,0.2038
2022-S1,ME,PPS,I_TAX,KWH1000-2499,0.1994
2022-S2,ME,PPS,I_TAX,KWH1000-2499,0.2039
2023-S1,ME,PPS,I_TAX,KWH1000-2499,0.1901
2023-S2,ME,PPS,I_TAX,KWH1000-2499,0.1918
2024-S1,ME,PPS,I_TAX,KWH1000-2499,0.1845
2015-S1,MK,PPS,I_TAX,KWH1000-2499,0.2052
2015-S2,MK,PPS,I_TAX,KWH1000-2499,0.2049
2016-S1,MK,PPS,I_TAX,KWH1000-2499,0.201
2016-S2,MK,PPS,I_TAX,KWH1000-2499,0.1998
2017-S1,MK,PPS,I_TAX,KWH1000-2499,0.1846
2017-S2,MK,PPS,I_TAX,KWH1000-2499,0.1826
2018-S1,MK,PPS,I_TAX,KWH1000-2499,0.1739
2018-S2,MK,PPS,I_TAX,KWH1000-2499,0.1741
2019-S1,MK,PPS,I_TAX,KWH1000-2499,0.1741
2019-S2,MK,PPS,I_TAX,KWH1000-2499,0.1745
2020-S1,MK,PPS,I_TAX,KWH1000-2499,0.1722
2020-S2,MK,PPS,I_TAX,KWH1000-2499,0.1822
2021-S1,MK,PPS,I_TAX,KWH1000-2499,0.1846
2021-S2,MK,PPS,I_TAX,KWH1000-2499,0.1778
2022-S1,MK,PPS,I_TAX,KWH1000-2499,0.1993
2022-S2,MK,PPS,I_TAX,KWH1000-2499,0.2217
2023-S1,MK,PPS,I_TAX,KWH1000-2499,0.2205
2023-S2,MK,PPS,I_TAX,KWH1000-2499,0.2446
2024-S1,MK,PPS,I_TAX,KWH1000-2499,0.2368
2015-S1,AL,PPS,I_TAX,KWH1000-2499,0.1843
2015-S2,AL,PPS,I_TAX,KWH1000-2499,0.1957
2016-S1,AL,PPS,I_TAX,KWH1000-2499,0.1967
2016-S2,AL,PPS,I_TAX,KWH1000-2499,0.1964
2017-S1,AL,PPS,I_TAX,KWH1000-2499,0.1844
2017-S2,AL,PPS,I_TAX,KWH1000-2499,0.1844
2018-S2,AL,PPS,I_TAX,KWH1000-2499,0.1835
2019-S1,AL,PPS,I_TAX,KWH1000-2499,0.1852
2019-S2,AL,PPS,I_TAX,KWH1000-2499,0.1852
2020-S1,AL,PPS,I_TAX,KWH1000-2499,0.1792
2020-S2,AL,PPS,I_TAX,KWH1000-2499,0.1792
2021-S1,AL,PPS,I_TAX,KWH1000-2499,0.1771
2021-S2,AL,PPS,I_TAX,KWH1000-2499,0.1771
2022-S1,AL,PPS,I_TAX,KWH1000-2499,0.1778
2022-S2,AL,PPS,I_TAX,KWH1000-2499,0.1778
2023-S1,AL,PPS,I_TAX,KWH1000-2499,0.1789
2023-S2,AL,PPS,I_TAX,KWH1000-2499,0.1792
2024-S1,AL,PPS,I_TAX,KWH1000-2499,0.1812
2015-S1,RS,PPS,I_TAX,KWH1000-2499,0.1297
