TIME,GEO,COFOG99,UNIT,VALUE
2006,DK,GF03,PC_TOT,1.8
2007,DK,GF03,PC_TOT,1.8
2008,DK,GF03,PC_TOT,1.9
2009,DK,GF03,PC_TOT,1.9
2010,DK,GF03,PC_TOT,1.8
2011,DK,GF03,PC_TOT,1.9
2012,DK,GF03,PC_TOT,1.8
2013,DK,GF03,PC_TOT,1.8
2014,DK,GF03,PC_TOT,1.8
2015,DK,GF03,PC_TOT,1.8
2016,DK,GF03,PC_TOT,1.9
2017,DK,GF03,PC_TOT,1.8
2018,DK,GF03,PC_TOT,1.9
2019,DK,GF03,PC_TOT,2
2020,DK,GF03,PC_TOT,1.9
2021,DK,GF03,PC_TOT,1.9
2022,DK,GF03,PC_TOT,2
2000,DE,GF03,PC_TOT,3.3
2001,DE,GF03,PC_TOT,3.4
2002,DE,GF03,PC_TOT,3.4
2003,DE,GF03,PC_TOT,3.3
2004,DE,GF03,PC_TOT,3.4
2005,DE,GF03,PC_TOT,3.4
2006,DE,GF03,PC_TOT,3.4
2007,DE,GF03,PC_TOT,3.4
2008,DE,GF03,PC_TOT,3.4
2009,DE,GF03,PC_TOT,3.4
2010,DE,GF03,PC_TOT,3.3
2011,DE,GF03,PC_TOT,3.4
2012,DE,GF03,PC_TOT,3.4
2013,DE,GF03,PC_TOT,3.5
2014,DE,GF03,PC_TOT,3.5
2015,DE,GF03,PC_TOT,3.5
2016,DE,GF03,PC_TOT,3.5
2017,DE,GF03,PC_TOT,3.5
2018,DE,GF03,PC_TOT,3.6
2019,DE,GF03,PC_TOT,3.6
2020,DE,GF03,PC_TOT,3.4
2021,DE,GF03,PC_TOT,3.3
2022,DE,GF03,PC_TOT,3.4
2000,EE,GF03,PC_TOT,7.6
2001,EE,GF03,PC_TOT,7.2
2002,EE,GF03,PC_TOT,7.4
2003,EE,GF03,PC_TOT,7.2
2004,EE,GF03,PC_TOT,6.4
2005,EE,GF03,PC_TOT,6.3
2006,EE,GF03,PC_TOT,6
2007,EE,GF03,PC_TOT,6.3
2008,EE,GF03,PC_TOT,6.7
2009,EE,GF03,PC_TOT,5.1
2010,EE,GF03,PC_TOT,5.4
2011,EE,GF03,PC_TOT,5.5
2012,EE,GF03,PC_TOT,5.2
2013,EE,GF03,PC_TOT,4.9
2014,EE,GF03,PC_TOT,5.1
2015,EE,GF03,PC_TOT,4.5
2016,EE,GF03,PC_TOT,4.9
2017,EE,GF03,PC_TOT,4.8
2018,EE,GF03,PC_TOT,4.7
2019,EE,GF03,PC_TOT,4.6
2020,EE,GF03,PC_TOT,4.4
2021,EE,GF03,PC_TOT,4.4
2022,EE,GF03,PC_TOT,4.5
2000,IE,GF03,PC_TOT,4.9
2001,IE,GF03,PC_TOT,4.7
2002,IE,GF03,PC_TOT,4.4
2003,IE,GF03,PC_TOT,4.4
2004,IE,GF03,PC_TOT,4.4
2005,IE,GF03,PC_TOT,4.2
2006,IE,GF03,PC_TOT,4.3
2007,IE,GF03,PC_TOT,4.3
2008,IE,GF03,PC_TOT,4.2
2009,IE,GF03,PC_TOT,3.7
2010,IE,GF03,PC_TOT,2.6
2011,IE,GF03,PC_TOT,3.6
2012,IE,GF03,PC_TOT,3.6
2013,IE,GF03,PC_TOT,3.6
2014,IE,GF03,PC_TOT,3.6
2015,IE,GF03,PC_TOT,3.7
2016,IE,GF03,PC_TOT,3.8
2017,IE,GF03,PC_TOT,3.9
2018,IE,GF03,PC_TOT,3.9
2019,IE,GF03,PC_TOT,3.6
2020,IE,GF03,PC_TOT,3.2
2021,IE,GF03,PC_TOT,3.2
2022,IE,GF03,PC_TOT,3.5
2000,EL,GF03,PC_TOT,2.3
2001,EL,GF03,PC_TOT,3.2
2002,EL,GF03,PC_TOT,3.3
2003,EL,GF03,PC_TOT,3.2
2004,EL,GF03,PC_TOT,3.3
2005,EL,GF03,PC_TOT,3.4
2006,EL,GF03,PC_TOT,3.2
2007,EL,GF03,PC_TOT,3.2
2008,EL,GF03,PC_TOT,3.1
2009,EL,GF03,PC_TOT,3.3
2010,EL,GF03,PC_TOT,3.4
2011,EL,GF03,PC_TOT,3.2
2012,EL,GF03,PC_TOT,3.3
2013,EL,GF03,PC_TOT,3
2014,EL,GF03,PC_TOT,4.1
2015,EL,GF03,PC_TOT,3.8
2016,EL,GF03,PC_TOT,4.3
2017,EL,GF03,PC_TOT,4.4
2018,EL,GF03,PC_TOT,4.7
2019,EL,GF03,PC_TOT,4.4
2020,EL,GF03,PC_TOT,4
2021,EL,GF03,PC_TOT,3.8
2022,EL,GF03,PC_TOT,3.8
2000,ES,GF03,PC_TOT,4.3
2001,ES,GF03,PC_TOT,4.8
2002,ES,GF03,PC_TOT,4.7
2003,ES,GF03,PC_TOT,4.7
2004,ES,GF03,PC_TOT,4.6
2005,ES,GF03,PC_TOT,4.6
2006,ES,GF03,PC_TOT,4.7
2007,ES,GF03,PC_TOT,4.8
2008,ES,GF03,PC_TOT,4.7
2009,ES,GF03,PC_TOT,4.4
2010,ES,GF03,PC_TOT,4.7
2011,ES,GF03,PC_TOT,4.7
2012,ES,GF03,PC_TOT,4.1
2013,ES,GF03,PC_TOT,4.4
2014,ES,GF03,PC_TOT,4.4
2015,ES,GF03,PC_TOT,4.6
2016,ES,GF03,PC_TOT,4.5
2017,ES,GF03,PC_TOT,4.4
2018,ES,GF03,PC_TOT,4.3
2019,ES,GF03,PC_TOT,4.3
2020,ES,GF03,PC_TOT,4
2021,ES,GF03,PC_TOT,4
2022,ES,GF03,PC_TOT,4.1
2000,FR,GF03,PC_TOT,2.6
2001,FR,GF03,PC_TOT,2.8
2002,FR,GF03,PC_TOT,2.9
2003,FR,GF03,PC_TOT,2.9
2004,FR,GF03,PC_TOT,2.9
2005,FR,GF03,PC_TOT,2.8
2006,FR,GF03,PC_TOT,2.8
2007,FR,GF03,PC_TOT,2.8
2008,FR,GF03,PC_TOT,2.9
2009,FR,GF03,PC_TOT,2.9
2010,FR,GF03,PC_TOT,3
2011,FR,GF03,PC_TOT,2.9
2012,FR,GF03,PC_TOT,2.8
2013,FR,GF03,PC_TOT,2.9
2014,FR,GF03,PC_TOT,2.9
2015,FR,GF03,PC_TOT,2.9
2016,FR,GF03,PC_TOT,2.9
2017,FR,GF03,PC_TOT,2.9
2018,FR,GF03,PC_TOT,2.9
2019,FR,GF03,PC_TOT,3
2020,FR,GF03,PC_TOT,2.9
2021,FR,GF03,PC_TOT,2.9
2022,FR,GF03,PC_TOT,3
2000,HR,GF03,PC_TOT,5.7
2001,HR,GF03,PC_TOT,5.4
2002,HR,GF03,PC_TOT,5.1
2003,HR,GF03,PC_TOT,4.8
2004,HR,GF03,PC_TOT,4.8
2005,HR,GF03,PC_TOT,4.9
2006,HR,GF03,PC_TOT,5
2007,HR,GF03,PC_TOT,5
2008,HR,GF03,PC_TOT,4.9
2009,HR,GF03,PC_TOT,4.9
2010,HR,GF03,PC_TOT,4.8
2011,HR,GF03,PC_TOT,4.7
2012,HR,GF03,PC_TOT,4.9
2013,HR,GF03,PC_TOT,4.8
2014,HR,GF03,PC_TOT,4.5
2015,HR,GF03,PC_TOT,4.7
2016,HR,GF03,PC_TOT,4.7
2017,HR,GF03,PC_TOT,4.5
2018,HR,GF03,PC_TOT,4.5
2019,HR,GF03,PC_TOT,4.8
2020,HR,GF03,PC_TOT,4.7
2021,HR,GF03,PC_TOT,4.9
2022,HR,GF03,PC_TOT,4.6
2000,IT,GF03,PC_TOT,4.3
2001,IT,GF03,PC_TOT,3.9
2002,IT,GF03,PC_TOT,4.1
2003,IT,GF03,PC_TOT,4.2
2004,IT,GF03,PC_TOT,4
2005,IT,GF03,PC_TOT,4
2006,IT,GF03,PC_TOT,3.8
2007,IT,GF03,PC_TOT,3.9
2008,IT,GF03,PC_TOT,3.7
2009,IT,GF03,PC_TOT,3.8
2010,IT,GF03,PC_TOT,3.9
2011,IT,GF03,PC_TOT,3.9
2012,IT,GF03,PC_TOT,3.7
2013,IT,GF03,PC_TOT,3.7
2014,IT,GF03,PC_TOT,3.6
2015,IT,GF03,PC_TOT,3.7
2016,IT,GF03,PC_TOT,3.7
2017,IT,GF03,PC_TOT,3.7
2018,IT,GF03,PC_TOT,3.8
2019,IT,GF03,PC_TOT,3.8
2020,IT,GF03,PC_TOT,3.5
2021,IT,GF03,PC_TOT,3.3
2022,IT,GF03,PC_TOT,3.3
2000,CY,GF03,PC_TOT,5.2
2001,CY,GF03,PC_TOT,5.1
2002,CY,GF03,PC_TOT,5
2003,CY,GF03,PC_TOT,5.1
2004,CY,GF03,PC_TOT,5.1
2005,CY,GF03,PC_TOT,4.9
2006,CY,GF03,PC_TOT,4.9
2007,CY,GF03,PC_TOT,5
2008,CY,GF03,PC_TOT,5
2009,CY,GF03,PC_TOT,4.9
2010,CY,GF03,PC_TOT,5.2
2011,CY,GF03,PC_TOT,4.8
2012,CY,GF03,PC_TOT,4.7
2013,CY,GF03,PC_TOT,5
2014,CY,GF03,PC_TOT,3.6
2015,CY,GF03,PC_TOT,4.2
2016,CY,GF03,PC_TOT,4.4
2017,CY,GF03,PC_TOT,4.5
2018,CY,GF03,PC_TOT,3.9
2019,CY,GF03,PC_TOT,4.3
2020,CY,GF03,PC_TOT,4.1
2021,CY,GF03,PC_TOT,3.9
2022,CY,GF03,PC_TOT,4.1
2000,LV,GF03,PC_TOT,6.3
2001,LV,GF03,PC_TOT,6.6
2002,LV,GF03,PC_TOT,6.5
2003,LV,GF03,PC_TOT,6.6
2004,LV,GF03,PC_TOT,6.6
2005,LV,GF03,PC_TOT,6.3
2006,LV,GF03,PC_TOT,7
2007,LV,GF03,PC_TOT,7.1
2008,LV,GF03,PC_TOT,5.6
2009,LV,GF03,PC_TOT,4.5
2010,LV,GF03,PC_TOT,4.2
2011,LV,GF03,PC_TOT,4.5
2012,LV,GF03,PC_TOT,4.6
2013,LV,GF03,PC_TOT,5
2014,LV,GF03,PC_TOT,5.2
2015,LV,GF03,PC_TOT,5.1
2016,LV,GF03,PC_TOT,5.7
2017,LV,GF03,PC_TOT,6.1
2018,LV,GF03,PC_TOT,5.6
2019,LV,GF03,PC_TOT,5.8
2020,LV,GF03,PC_TOT,5.3
2021,LV,GF03,PC_TOT,4.9
2022,LV,GF03,PC_TOT,4.9
2000,LT,GF03,PC_TOT,5.1
2001,LT,GF03,PC_TOT,5.1
2002,LT,GF03,PC_TOT,5.4
2003,LT,GF03,PC_TOT,5.5
2004,LT,GF03,PC_TOT,5.4
2005,LT,GF03,PC_TOT,5.1
2006,LT,GF03,PC_TOT,5.2
2007,LT,GF03,PC_TOT,4.7
2008,LT,GF03,PC_TOT,4.8
2009,LT,GF03,PC_TOT,4.1
2010,LT,GF03,PC_TOT,4.3
2011,LT,GF03,PC_TOT,4.3
2012,LT,GF03,PC_TOT,4.9
2013,LT,GF03,PC_TOT,4.6
2014,LT,GF03,PC_TOT,4.8
2015,LT,GF03,PC_TOT,4.6
2016,LT,GF03,PC_TOT,4.3
2017,LT,GF03,PC_TOT,4.4
2018,LT,GF03,PC_TOT,4
2019,LT,GF03,PC_TOT,4
2020,LT,GF03,PC_TOT,3.5
2021,LT,GF03,PC_TOT,3.4
2022,LT,GF03,PC_TOT,3.4
2000,LU,GF03,PC_TOT,2.3
2001,LU,GF03,PC_TOT,2.5
2002,LU,GF03,PC_TOT,2.4
2003,LU,GF03,PC_TOT,2.5
2004,LU,GF03,PC_TOT,2.5
2005,LU,GF03,PC_TOT,2.5
2006,LU,GF03,PC_TOT,2.5
2007,LU,GF03,PC_TOT,2.4
2008,LU,GF03,PC_TOT,2.4
2009,LU,GF03,PC_TOT,2.3
2010,LU,GF03,PC_TOT,2.4
2011,LU,GF03,PC_TOT,2.4
2012,LU,GF03,PC_TOT,2.3
2013,LU,GF03,PC_TOT,2.4
2014,LU,GF03,PC_TOT,2.4
2015,LU,GF03,PC_TOT,2.4
2016,LU,GF03,PC_TOT,2.4
2017,LU,GF03,PC_TOT,2.5
2018,LU,GF03,PC_TOT,2.6
2019,LU,GF03,PC_TOT,2.8
2020,LU,GF03,PC_TOT,2.7
2021,LU,GF03,PC_TOT,2.8
2022,LU,GF03,PC_TOT,2.8
2000,HU,GF03,PC_TOT,4.2
2001,HU,GF03,PC_TOT,4.3
2002,HU,GF03,PC_TOT,4.4
2003,HU,GF03,PC_TOT,4.3
2004,HU,GF03,PC_TOT,4.1
2005,HU,GF03,PC_TOT,4
2006,HU,GF03,PC_TOT,4.1
2007,HU,GF03,PC_TOT,3.9
2008,HU,GF03,PC_TOT,4
2009,HU,GF03,PC_TOT,3.8
2010,HU,GF03,PC_TOT,3.7
2011,HU,GF03,PC_TOT,3.8
2012,HU,GF03,PC_TOT,3.9
2013,HU,GF03,PC_TOT,4
2014,HU,GF03,PC_TOT,3.7
2015,HU,GF03,PC_TOT,4
2016,HU,GF03,PC_TOT,4.8
2017,HU,GF03,PC_TOT,4.9
2018,HU,GF03,PC_TOT,4.8
2019,HU,GF03,PC_TOT,4.6
2020,HU,GF03,PC_TOT,4.1
2021,HU,GF03,PC_TOT,3.8
2022,HU,GF03,PC_TOT,4
2000,MT,GF03,PC_TOT,3.8
2001,MT,GF03,PC_TOT,3.8
2002,MT,GF03,PC_TOT,3.7
2003,MT,GF03,PC_TOT,3.5
2004,MT,GF03,PC_TOT,3.7
2005,MT,GF03,PC_TOT,3.5
2006,MT,GF03,PC_TOT,3.3
2007,MT,GF03,PC_TOT,3.4
2008,MT,GF03,PC_TOT,3.3
2009,MT,GF03,PC_TOT,3.5
2010,MT,GF03,PC_TOT,3.4
2011,MT,GF03,PC_TOT,3.3
2012,MT,GF03,PC_TOT,3.3
2013,MT,GF03,PC_TOT,3.3
2014,MT,GF03,PC_TOT,3.2
2015,MT,GF03,PC_TOT,2.9
2016,MT,GF03,PC_TOT,3.1
2017,MT,GF03,PC_TOT,3.1
2018,MT,GF03,PC_TOT,3.2
2019,MT,GF03,PC_TOT,3.3
2020,MT,GF03,PC_TOT,3.2
2021,MT,GF03,PC_TOT,3.4
2022,MT,GF03,PC_TOT,3.7
2000,NL,GF03,PC_TOT,3.5
2001,NL,GF03,PC_TOT,3.6
2002,NL,GF03,PC_TOT,3.8
2003,NL,GF03,PC_TOT,3.9
2004,NL,GF03,PC_TOT,4
2005,NL,GF03,PC_TOT,4
2006,NL,GF03,PC_TOT,4.1
2007,NL,GF03,PC_TOT,4.3
2008,NL,GF03,PC_TOT,4.2
2009,NL,GF03,PC_TOT,4.2
2010,NL,GF03,PC_TOT,4
2011,NL,GF03,PC_TOT,4
2012,NL,GF03,PC_TOT,4.1
2013,NL,GF03,PC_TOT,4.2
2014,NL,GF03,PC_TOT,4.1
2015,NL,GF03,PC_TOT,4.2
2016,NL,GF03,PC_TOT,4.3
2017,NL,GF03,PC_TOT,4.2
2018,NL,GF03,PC_TOT,4.3
2019,NL,GF03,PC_TOT,4.4
2020,NL,GF03,PC_TOT,4.2
2021,NL,GF03,PC_TOT,4.2
2022,NL,GF03,PC_TOT,4.3
2000,AT,GF03,PC_TOT,2.8
2001,AT,GF03,PC_TOT,2.8
2002,AT,GF03,PC_TOT,2.8
2003,AT,GF03,PC_TOT,2.8
2004,AT,GF03,PC_TOT,2.7
2005,AT,GF03,PC_TOT,2.7
2006,AT,GF03,PC_TOT,2.7
2007,AT,GF03,PC_TOT,2.6
2008,AT,GF03,PC_TOT,2.7
2009,AT,GF03,PC_TOT,2.6
2010,AT,GF03,PC_TOT,2.6
2011,AT,GF03,PC_TOT,2.6
2012,AT,GF03,PC_TOT,2.6
2013,AT,GF03,PC_TOT,2.6
2014,AT,GF03,PC_TOT,2.5
2015,AT,GF03,PC_TOT,2.6
2016,AT,GF03,PC_TOT,2.7
2017,AT,GF03,PC_TOT,2.8
2018,AT,GF03,PC_TOT,2.8
2019,AT,GF03,PC_TOT,2.7
2020,AT,GF03,PC_TOT,2.5
2021,AT,GF03,PC_TOT,2.5
2022,AT,GF03,PC_TOT,2.5
2000,PL,GF03,PC_TOT,4.1
2001,PL,GF03,PC_TOT,4.4
2002,PL,GF03,PC_TOT,4.4
2003,PL,GF03,PC_TOT,4.8
2004,PL,GF03,PC_TOT,4.7
2005,PL,GF03,PC_TOT,4.9
2006,PL,GF03,PC_TOT,5
2007,PL,GF03,PC_TOT,5.3
2008,PL,GF03,PC_TOT,5.3
2009,PL,GF03,PC_TOT,5.3
2010,PL,GF03,PC_TOT,5.3
2011,PL,GF03,PC_TOT,5.2
2012,PL,GF03,PC_TOT,5.2
2013,PL,GF03,PC_TOT,5.2
2014,PL,GF03,PC_TOT,5.3
2015,PL,GF03,PC_TOT,5.3
2016,PL,GF03,PC_TOT,5.3
2017,PL,GF03,PC_TOT,5.2
2018,PL,GF03,PC_TOT,5.1
2019,PL,GF03,PC_TOT,5
2020,PL,GF03,PC_TOT,4.8
2021,PL,GF03,PC_TOT,5
2022,PL,GF03,PC_TOT,5.3
2000,PT,GF03,PC_TOT,4.1
2001,PT,GF03,PC_TOT,3.9
2002,PT,GF03,PC_TOT,4.2
2003,PT,GF03,PC_TOT,4.4
2004,PT,GF03,PC_TOT,4.2
2005,PT,GF03,PC_TOT,4.2
2006,PT,GF03,PC_TOT,4.1
2007,PT,GF03,PC_TOT,4.1
2008,PT,GF03,PC_TOT,4
2009,PT,GF03,PC_TOT,4.1
2010,PT,GF03,PC_TOT,3.8
2011,PT,GF03,PC_TOT,4
2012,PT,GF03,PC_TOT,3.8
2013,PT,GF03,PC_TOT,4.1
2014,PT,GF03,PC_TOT,3.7
2015,PT,GF03,PC_TOT,3.8
2016,PT,GF03,PC_TOT,4
2017,PT,GF03,PC_TOT,3.8
2018,PT,GF03,PC_TOT,3.9
2019,PT,GF03,PC_TOT,3.9
2020,PT,GF03,PC_TOT,3.8
2021,PT,GF03,PC_TOT,3.7
2022,PT,GF03,PC_TOT,3.7
2000,RO,GF03,PC_TOT,5.8
2001,RO,GF03,PC_TOT,4.4
2002,RO,GF03,PC_TOT,5.7
2003,RO,GF03,PC_TOT,5.6
2004,RO,GF03,PC_TOT,5.5
2005,RO,GF03,PC_TOT,6.1
2006,RO,GF03,PC_TOT,6.8
2007,RO,GF03,PC_TOT,6.4
2008,RO,GF03,PC_TOT,5.7
2009,RO,GF03,PC_TOT,5.1
2010,RO,GF03,PC_TOT,5.9
2011,RO,GF03,PC_TOT,5.5
2012,RO,GF03,PC_TOT,5.7
2013,RO,GF03,PC_TOT,6.2
2014,RO,GF03,PC_TOT,5.9
2015,RO,GF03,PC_TOT,6.3
2016,RO,GF03,PC_TOT,5.9
2017,RO,GF03,PC_TOT,6
2018,RO,GF03,PC_TOT,6.3
2019,RO,GF03,PC_TOT,6.2
2020,RO,GF03,PC_TOT,6
2021,RO,GF03,PC_TOT,5.7
2022,RO,GF03,PC_TOT,5.3
2000,SI,GF03,PC_TOT,3.8
2001,SI,GF03,PC_TOT,3.8
2002,SI,GF03,PC_TOT,3.9
2003,SI,GF03,PC_TOT,4
2004,SI,GF03,PC_TOT,3.9
2005,SI,GF03,PC_TOT,3.8
2006,SI,GF03,PC_TOT,3.9
2007,SI,GF03,PC_TOT,3.9
2008,SI,GF03,PC_TOT,3.8
2009,SI,GF03,PC_TOT,3.7
2010,SI,GF03,PC_TOT,3.7
2011,SI,GF03,PC_TOT,3.6
2012,SI,GF03,PC_TOT,3.5
2013,SI,GF03,PC_TOT,3
2014,SI,GF03,PC_TOT,3.2
2015,SI,GF03,PC_TOT,3.2
2016,SI,GF03,PC_TOT,3.7
2017,SI,GF03,PC_TOT,3.6
2018,SI,GF03,PC_TOT,3.5
2019,SI,GF03,PC_TOT,3.7
2020,SI,GF03,PC_TOT,3.4
2021,SI,GF03,PC_TOT,3.5
2022,SI,GF03,PC_TOT,3.4
2000,SK,GF03,PC_TOT,7
2001,SK,GF03,PC_TOT,8.1
2002,SK,GF03,PC_TOT,6.9
2003,SK,GF03,PC_TOT,5.8
2004,SK,GF03,PC_TOT,5.9
2005,SK,GF03,PC_TOT,5.4
2006,SK,GF03,PC_TOT,6
2007,SK,GF03,PC_TOT,6.1
2008,SK,GF03,PC_TOT,6.2
2009,SK,GF03,PC_TOT,6.1
2010,SK,GF03,PC_TOT,5.5
2011,SK,GF03,PC_TOT,5.5
2012,SK,GF03,PC_TOT,5.5
2013,SK,GF03,PC_TOT,6
2014,SK,GF03,PC_TOT,5.4
2015,SK,GF03,PC_TOT,5.5
2016,SK,GF03,PC_TOT,5.7
2017,SK,GF03,PC_TOT,5.4
2018,SK,GF03,PC_TOT,5.5
2019,SK,GF03,PC_TOT,5.6
2020,SK,GF03,PC_TOT,5.4
2021,SK,GF03,PC_TOT,4.9
2022,SK,GF03,PC_TOT,5.6
2000,FI,GF03,PC_TOT,2.7
2001,FI,GF03,PC_TOT,2.7
2002,FI,GF03,PC_TOT,2.6
2003,FI,GF03,PC_TOT,2.6
2004,FI,GF03,PC_TOT,2.5
2005,FI,GF03,PC_TOT,2.6
2006,FI,GF03,PC_TOT,2.6
2007,FI,GF03,PC_TOT,2.5
2008,FI,GF03,PC_TOT,2.6
2009,FI,GF03,PC_TOT,2.6
2010,FI,GF03,PC_TOT,2.7
2011,FI,GF03,PC_TOT,2.5
2012,FI,GF03,PC_TOT,2.5
2013,FI,GF03,PC_TOT,2.4
2014,FI,GF03,PC_TOT,2.2
2015,FI,GF03,PC_TOT,2.2
2016,FI,GF03,PC_TOT,2.1
2017,FI,GF03,PC_TOT,2.1
2018,FI,GF03,PC_TOT,2.1
2019,FI,GF03,PC_TOT,2.2
2020,FI,GF03,PC_TOT,2
2021,FI,GF03,PC_TOT,2.1
2022,FI,GF03,PC_TOT,2.2
2000,SE,GF03,PC_TOT,2.3
2001,SE,GF03,PC_TOT,2.4
2002,SE,GF03,PC_TOT,2.4
2003,SE,GF03,PC_TOT,2.5
2004,SE,GF03,PC_TOT,2.4
2005,SE,GF03,PC_TOT,2.4
2006,SE,GF03,PC_TOT,2.5
2007,SE,GF03,PC_TOT,2.5
2008,SE,GF03,PC_TOT,2.5
2009,SE,GF03,PC_TOT,2.5
2010,SE,GF03,PC_TOT,2.6
2011,SE,GF03,PC_TOT,2.6
2012,SE,GF03,PC_TOT,2.6
2013,SE,GF03,PC_TOT,2.6
2014,SE,GF03,PC_TOT,2.6
2015,SE,GF03,PC_TOT,2.5
2016,SE,GF03,PC_TOT,2.5
2017,SE,GF03,PC_TOT,2.6
2018,SE,GF03,PC_TOT,2.6
2019,SE,GF03,PC_TOT,2.6
2020,SE,GF03,PC_TOT,2.6
2021,SE,GF03,PC_TOT,2.7
2022,SE,GF03,PC_TOT,2.8
2000,IS,GF03,PC_TOT,3.3
2001,IS,GF03,PC_TOT,3
2002,IS,GF03,PC_TOT,3.1
2003,IS,GF03,PC_TOT,3.1
2004,IS,GF03,PC_TOT,3
2005,IS,GF03,PC_TOT,3.2
2006,IS,GF03,PC_TOT,3.1
2007,IS,GF03,PC_TOT,3.1
2008,IS,GF03,PC_TOT,2.1
2009,IS,GF03,PC_TOT,2.8
2010,IS,GF03,PC_TOT,2.5
2011,IS,GF03,PC_TOT,3.2
2012,IS,GF03,PC_TOT,2.9
2013,IS,GF03,PC_TOT,3
2014,IS,GF03,PC_TOT,3.2
2015,IS,GF03,PC_TOT,3.4
2016,IS,GF03,PC_TOT,2.9
2017,IS,GF03,PC_TOT,3.3
2018,IS,GF03,PC_TOT,3.3
2019,IS,GF03,PC_TOT,3.4
2020,IS,GF03,PC_TOT,3.1
2021,IS,GF03,PC_TOT,3.3
2022,IS,GF03,PC_TOT,3.2
2000,NO,GF03,PC_TOT,2.3
2001,NO,GF03,PC_TOT,2.2
2002,NO,GF03,PC_TOT,2.4
2003,NO,GF03,PC_TOT,2.3
2004,NO,GF03,PC_TOT,2.3
2005,NO,GF03,PC_TOT,2.1
2006,NO,GF03,PC_TOT,2.1
2007,NO,GF03,PC_TOT,2
2008,NO,GF03,PC_TOT,2
2009,NO,GF03,PC_TOT,2.1
2010,NO,GF03,PC_TOT,2.1
2011,NO,GF03,PC_TOT,2.1
2012,NO,GF03,PC_TOT,2.1
2013,NO,GF03,PC_TOT,2.2
2014,NO,GF03,PC_TOT,2.2
2015,NO,GF03,PC_TOT,2.2
2016,NO,GF03,PC_TOT,2.3
2017,NO,GF03,PC_TOT,2.3
2018,NO,GF03,PC_TOT,2.4
2019,NO,GF03,PC_TOT,2.4
2020,NO,GF03,PC_TOT,2.2
2021,NO,GF03,PC_TOT,2.2
2022,NO,GF03,PC_TOT,2.3
2000,CH,GF03,PC_TOT,4.3
2001,CH,GF03,PC_TOT,4.5
2002,CH,GF03,PC_TOT,4.4
2003,CH,GF03,PC_TOT,4.7
2004,CH,GF03,PC_TOT,4.6
2005,CH,GF03,PC_TOT,4.6
2006,CH,GF03,PC_TOT,4.7
2007,CH,GF03,PC_TOT,4.7
2008,CH,GF03,PC_TOT,4.6
2009,CH,GF03,PC_TOT,4.6
2010,CH,GF03,PC_TOT,4.6
2011,CH,GF03,PC_TOT,4.8
2012,CH,GF03,PC_TOT,4.8
2013,CH,GF03,PC_TOT,4.8
2014,CH,GF03,PC_TOT,4.9
2015,CH,GF03,PC_TOT,4.9
2016,CH,GF03,PC_TOT,4.9
2017,CH,GF03,PC_TOT,4.9
2018,CH,GF03,PC_TOT,5
2019,CH,GF03,PC_TOT,5
2020,CH,GF03,PC_TOT,4.5
2021,CH,GF03,PC_TOT,4.6
2022,CH,GF03,PC_TOT,5
2000,BE,GF04,PC_TOT,9.8
2001,BE,GF04,PC_TOT,9.4
2002,BE,GF04,PC_TOT,9.5
2003,BE,GF04,PC_TOT,10.2
2004,BE,GF04,PC_TOT,9.4
2005,BE,GF04,PC_TOT,14.9
2006,BE,GF04,PC_TOT,11.4
2007,BE,GF04,PC_TOT,11.6
2008,BE,GF04,PC_TOT,12
2009,BE,GF04,PC_TOT,12.4
2010,BE,GF04,PC_TOT,12.6
2011,BE,GF04,PC_TOT,13.6
2012,BE,GF04,PC_TOT,13.8
2013,BE,GF04,PC_TOT,12.5
2014,BE,GF04,PC_TOT,13.2
2015,BE,GF04,PC_TOT,12.8
2016,BE,GF04,PC_TOT,12.6
2017,BE,GF04,PC_TOT,12.4
2018,BE,GF04,PC_TOT,12.7
2019,BE,GF04,PC_TOT,12.8
2020,BE,GF04,PC_TOT,13.2
2021,BE,GF04,PC_TOT,12.8
2022,BE,GF04,PC_TOT,12
2000,BG,GF04,PC_TOT,9.2
2001,BG,GF04,PC_TOT,11.2
2002,BG,GF04,PC_TOT,10.4
2003,BG,GF04,PC_TOT,13.5
2004,BG,GF04,PC_TOT,13.6
2005,BG,GF04,PC_TOT,12.1
2006,BG,GF04,PC_TOT,12.8
2007,BG,GF04,PC_TOT,13.8
2008,BG,GF04,PC_TOT,16.9
2009,BG,GF04,PC_TOT,10.7
2010,BG,GF04,PC_TOT,13.8
2011,BG,GF04,PC_TOT,12.8
2012,BG,GF04,PC_TOT,15.3
2013,BG,GF04,PC_TOT,14.7
2014,BG,GF04,PC_TOT,19.7
2015,BG,GF04,PC_TOT,15.3
2016,BG,GF04,PC_TOT,10.9
2017,BG,GF04,PC_TOT,12
2018,BG,GF04,PC_TOT,18.1
2019,BG,GF04,PC_TOT,17.8
2020,BG,GF04,PC_TOT,20.4
2021,BG,GF04,PC_TOT,15.8
2022,BG,GF04,PC_TOT,20.8
2000,CZ,GF04,PC_TOT,16.9
2001,CZ,GF04,PC_TOT,20.8
2002,CZ,GF04,PC_TOT,18.7
2003,CZ,GF04,PC_TOT,23.1
2004,CZ,GF04,PC_TOT,16.3
2005,CZ,GF04,PC_TOT,15
2006,CZ,GF04,PC_TOT,15.6
2007,CZ,GF04,PC_TOT,15.9
2008,CZ,GF04,PC_TOT,16.4
