TIME,GEO,SEX,AGE,ACL00,FREQUENC,VALUE
2006,MT,F,Y16-24,AC525,1-3,14.1
2015,MT,F,Y16-24,AC525,1-3,24.2
2022,MT,F,Y16-24,AC525,1-3,26.3
2006,NL,F,Y16-24,AC525,1-3,35
2015,NL,F,Y16-24,AC525,1-3,34.6
2022,NL,F,Y16-24,AC525,1-3,26.8
2006,AT,F,Y16-24,AC525,1-3,15.6
2015,AT,F,Y16-24,AC525,1-3,27.2
2022,AT,F,Y16-24,AC525,1-3,16.6
2006,PL,F,Y16-24,AC525,1-3,16.6
2015,PL,F,Y16-24,AC525,1-3,21.3
2022,PL,F,Y16-24,AC525,1-3,21.2
2006,PT,F,Y16-24,AC525,1-3,20.6
2015,PT,F,Y16-24,AC525,1-3,23.5
2022,PT,F,Y16-24,AC525,1-3,19.3
2015,RO,F,Y16-24,AC525,1-3,24.9
2022,RO,F,Y16-24,AC525,1-3,6.6
2015,SI,F,Y16-24,AC525,1-3,25.4
2022,SI,F,Y16-24,AC525,1-3,10.3
2006,SK,F,Y16-24,AC525,1-3,36.8
2015,SK,F,Y16-24,AC525,1-3,27.7
2022,SK,F,Y16-24,AC525,1-3,39.2
2006,FI,F,Y16-24,AC525,1-3,22.9
2006,SE,F,Y16-24,AC525,1-3,26
2015,SE,F,Y16-24,AC525,1-3,26.7
2022,SE,F,Y16-24,AC525,1-3,34.7
2006,NO,F,Y16-24,AC525,1-3,15.2
2015,NO,F,Y16-24,AC525,1-3,22.3
2022,NO,F,Y16-24,AC525,1-3,26.7
2015,CH,F,Y16-24,AC525,1-3,30.1
2022,CH,F,Y16-24,AC525,1-3,25.3
2006,UK,F,Y16-24,AC525,1-3,25.9
2015,UK,F,Y16-24,AC525,1-3,25.6
2015,ME,F,Y16-24,AC525,1-3,30.9
2022,ME,F,Y16-24,AC525,1-3,3.6
2015,MK,F,Y16-24,AC525,1-3,15.6
2015,RS,F,Y16-24,AC525,1-3,36.1
2022,RS,F,Y16-24,AC525,1-3,6.6
2022,TR,F,Y16-24,AC525,1-3,5
2006,BE,T,Y25-34,AC525,1-3,16.4
2015,BE,T,Y25-34,AC525,1-3,16.5
2022,BE,T,Y25-34,AC525,1-3,18.2
2006,BG,T,Y25-34,AC525,1-3,18.2
2015,BG,T,Y25-34,AC525,1-3,31.8
2022,BG,T,Y25-34,AC525,1-3,10.7
2006,CZ,T,Y25-34,AC525,1-3,25.7
2015,CZ,T,Y25-34,AC525,1-3,30.4
2022,CZ,T,Y25-34,AC525,1-3,5
2006,DK,T,Y25-34,AC525,1-3,20.9
2015,DK,T,Y25-34,AC525,1-3,28.9
2022,DK,T,Y25-34,AC525,1-3,21.2
2006,DE,T,Y25-34,AC525,1-3,27.7
2015,DE,T,Y25-34,AC525,1-3,24.4
2006,EE,T,Y25-34,AC525,1-3,29.2
2015,EE,T,Y25-34,AC525,1-3,21.9
2022,EE,T,Y25-34,AC525,1-3,21.1
2006,IE,T,Y25-34,AC525,1-3,19.9
2015,IE,T,Y25-34,AC525,1-3,23
2022,IE,T,Y25-34,AC525,1-3,32.2
2006,EL,T,Y25-34,AC525,1-3,24.6
2015,EL,T,Y25-34,AC525,1-3,37.2
2022,EL,T,Y25-34,AC525,1-3,16.9
2006,ES,T,Y25-34,AC525,1-3,17.5
2015,ES,T,Y25-34,AC525,1-3,18.4
2022,ES,T,Y25-34,AC525,1-3,18.6
2006,FR,T,Y25-34,AC525,1-3,22.1
2015,FR,T,Y25-34,AC525,1-3,24
2022,FR,T,Y25-34,AC525,1-3,17.9
2015,HR,T,Y25-34,AC525,1-3,28.9
2022,HR,T,Y25-34,AC525,1-3,16.2
2006,IT,T,Y25-34,AC525,1-3,20.5
2015,IT,T,Y25-34,AC525,1-3,23.3
2022,IT,T,Y25-34,AC525,1-3,18.5
2006,CY,T,Y25-34,AC525,1-3,12
2015,CY,T,Y25-34,AC525,1-3,17.9
2022,CY,T,Y25-34,AC525,1-3,11.9
2006,LV,T,Y25-34,AC525,1-3,28.1
2015,LV,T,Y25-34,AC525,1-3,32.5
2022,LV,T,Y25-34,AC525,1-3,17.2
2006,LT,T,Y25-34,AC525,1-3,19.4
2015,LT,T,Y25-34,AC525,1-3,28.8
2022,LT,T,Y25-34,AC525,1-3,16.2
2006,LU,T,Y25-34,AC525,1-3,21.6
2015,LU,T,Y25-34,AC525,1-3,21.4
2022,LU,T,Y25-34,AC525,1-3,38
2006,HU,T,Y25-34,AC525,1-3,20.2
2015,HU,T,Y25-34,AC525,1-3,23.2
2022,HU,T,Y25-34,AC525,1-3,15.3
2006,MT,T,Y25-34,AC525,1-3,14.9
2015,MT,T,Y25-34,AC525,1-3,15.7
2022,MT,T,Y25-34,AC525,1-3,15.5
2006,NL,T,Y25-34,AC525,1-3,18
2015,NL,T,Y25-34,AC525,1-3,28
2022,NL,T,Y25-34,AC525,1-3,18.4
2006,AT,T,Y25-34,AC525,1-3,17
2015,AT,T,Y25-34,AC525,1-3,25.6
2022,AT,T,Y25-34,AC525,1-3,16.9
2006,PL,T,Y25-34,AC525,1-3,19.8
2015,PL,T,Y25-34,AC525,1-3,34.2
2022,PL,T,Y25-34,AC525,1-3,19.2
2006,PT,T,Y25-34,AC525,1-3,29.1
2015,PT,T,Y25-34,AC525,1-3,26.8
2022,PT,T,Y25-34,AC525,1-3,23.2
2015,RO,T,Y25-34,AC525,1-3,21.5
2022,RO,T,Y25-34,AC525,1-3,13.7
2006,SI,T,Y25-34,AC525,1-3,20
2015,SI,T,Y25-34,AC525,1-3,21
2022,SI,T,Y25-34,AC525,1-3,12.1
2006,SK,T,Y25-34,AC525,1-3,29.1
2015,SK,T,Y25-34,AC525,1-3,29.5
2022,SK,T,Y25-34,AC525,1-3,21.7
2006,FI,T,Y25-34,AC525,1-3,30.5
2015,FI,T,Y25-34,AC525,1-3,40.7
2022,FI,T,Y25-34,AC525,1-3,23.8
2006,SE,T,Y25-34,AC525,1-3,24.5
2015,SE,T,Y25-34,AC525,1-3,31.2
2022,SE,T,Y25-34,AC525,1-3,19.7
2006,IS,T,Y25-34,AC525,1-3,21.3
2015,IS,T,Y25-34,AC525,1-3,21
2006,NO,T,Y25-34,AC525,1-3,22.5
2015,NO,T,Y25-34,AC525,1-3,25.3
2022,NO,T,Y25-34,AC525,1-3,22.5
2015,CH,T,Y25-34,AC525,1-3,25.8
2022,CH,T,Y25-34,AC525,1-3,18.3
2006,UK,T,Y25-34,AC525,1-3,22.6
2015,UK,T,Y25-34,AC525,1-3,29.6
2015,ME,T,Y25-34,AC525,1-3,28.6
2022,ME,T,Y25-34,AC525,1-3,13.2
2015,MK,T,Y25-34,AC525,1-3,27.8
2015,RS,T,Y25-34,AC525,1-3,18.2
2022,RS,T,Y25-34,AC525,1-3,17.1
2022,TR,T,Y25-34,AC525,1-3,6.1
2006,BE,M,Y25-34,AC525,1-3,21.1
2015,BE,M,Y25-34,AC525,1-3,18.9
2022,BE,M,Y25-34,AC525,1-3,23.4
2006,BG,M,Y25-34,AC525,1-3,22.8
2015,BG,M,Y25-34,AC525,1-3,40.4
2022,BG,M,Y25-34,AC525,1-3,17.1
2006,CZ,M,Y25-34,AC525,1-3,23.7
2015,CZ,M,Y25-34,AC525,1-3,30.2
2022,CZ,M,Y25-34,AC525,1-3,6.2
2006,DK,M,Y25-34,AC525,1-3,20.7
2015,DK,M,Y25-34,AC525,1-3,36.3
2022,DK,M,Y25-34,AC525,1-3,22.5
2006,DE,M,Y25-34,AC525,1-3,29.9
2015,DE,M,Y25-34,AC525,1-3,29
2006,EE,M,Y25-34,AC525,1-3,42.2
2015,EE,M,Y25-34,AC525,1-3,25.5
2022,EE,M,Y25-34,AC525,1-3,23
2006,IE,M,Y25-34,AC525,1-3,16.4
2015,IE,M,Y25-34,AC525,1-3,27.5
2022,IE,M,Y25-34,AC525,1-3,38.1
2006,EL,M,Y25-34,AC525,1-3,36.7
2015,EL,M,Y25-34,AC525,1-3,48.5
2022,EL,M,Y25-34,AC525,1-3,25.7
2006,ES,M,Y25-34,AC525,1-3,21.2
2015,ES,M,Y25-34,AC525,1-3,22
2022,ES,M,Y25-34,AC525,1-3,22.6
2006,FR,M,Y25-34,AC525,1-3,27.8
2015,FR,M,Y25-34,AC525,1-3,26.3
2022,FR,M,Y25-34,AC525,1-3,22.1
2015,HR,M,Y25-34,AC525,1-3,37.8
2022,HR,M,Y25-34,AC525,1-3,21.2
2006,IT,M,Y25-34,AC525,1-3,26.8
2015,IT,M,Y25-34,AC525,1-3,30.2
2022,IT,M,Y25-34,AC525,1-3,22.4
2006,CY,M,Y25-34,AC525,1-3,15.1
2015,CY,M,Y25-34,AC525,1-3,24.5
2022,CY,M,Y25-34,AC525,1-3,18.9
2006,LV,M,Y25-34,AC525,1-3,34.4
2015,LV,M,Y25-34,AC525,1-3,36.5
2022,LV,M,Y25-34,AC525,1-3,23.4
2006,LT,M,Y25-34,AC525,1-3,25.9
2015,LT,M,Y25-34,AC525,1-3,44.8
2022,LT,M,Y25-34,AC525,1-3,22.1
2006,LU,M,Y25-34,AC525,1-3,25.3
2015,LU,M,Y25-34,AC525,1-3,23.6
2022,LU,M,Y25-34,AC525,1-3,41.4
2006,HU,M,Y25-34,AC525,1-3,20.2
2015,HU,M,Y25-34,AC525,1-3,33.4
2022,HU,M,Y25-34,AC525,1-3,22.5
2006,MT,M,Y25-34,AC525,1-3,16.6
2015,MT,M,Y25-34,AC525,1-3,19
2022,MT,M,Y25-34,AC525,1-3,19.5
2006,NL,M,Y25-34,AC525,1-3,16.9
2015,NL,M,Y25-34,AC525,1-3,32.5
2022,NL,M,Y25-34,AC525,1-3,17.3
2006,AT,M,Y25-34,AC525,1-3,18.2
2015,AT,M,Y25-34,AC525,1-3,28.5
2022,AT,M,Y25-34,AC525,1-3,22
2006,PL,M,Y25-34,AC525,1-3,23.7
2015,PL,M,Y25-34,AC525,1-3,43.3
2022,PL,M,Y25-34,AC525,1-3,23.3
2006,PT,M,Y25-34,AC525,1-3,30.4
2015,PT,M,Y25-34,AC525,1-3,36.9
2022,PT,M,Y25-34,AC525,1-3,29
2015,RO,M,Y25-34,AC525,1-3,27.8
2022,RO,M,Y25-34,AC525,1-3,17
2006,SI,M,Y25-34,AC525,1-3,23.5
2015,SI,M,Y25-34,AC525,1-3,23.7
2022,SI,M,Y25-34,AC525,1-3,15.8
2006,SK,M,Y25-34,AC525,1-3,24.6
2015,SK,M,Y25-34,AC525,1-3,33.4
2022,SK,M,Y25-34,AC525,1-3,31.2
2006,FI,M,Y25-34,AC525,1-3,31.6
2015,FI,M,Y25-34,AC525,1-3,42.1
2022,FI,M,Y25-34,AC525,1-3,26.1
2006,SE,M,Y25-34,AC525,1-3,25.9
2015,SE,M,Y25-34,AC525,1-3,34.3
2022,SE,M,Y25-34,AC525,1-3,22
2006,IS,M,Y25-34,AC525,1-3,25.8
2015,IS,M,Y25-34,AC525,1-3,20.7
2006,NO,M,Y25-34,AC525,1-3,23
2015,NO,M,Y25-34,AC525,1-3,24.3
2022,NO,M,Y25-34,AC525,1-3,21.8
2015,CH,M,Y25-34,AC525,1-3,24.4
2022,CH,M,Y25-34,AC525,1-3,19.3
2006,UK,M,Y25-34,AC525,1-3,25.1
2015,UK,M,Y25-34,AC525,1-3,29
2015,ME,M,Y25-34,AC525,1-3,33.7
2022,ME,M,Y25-34,AC525,1-3,24.2
2015,MK,M,Y25-34,AC525,1-3,39.6
2015,RS,M,Y25-34,AC525,1-3,26.6
2022,RS,M,Y25-34,AC525,1-3,30.8
2022,TR,M,Y25-34,AC525,1-3,8.9
2006,BE,F,Y25-34,AC525,1-3,12.4
2015,BE,F,Y25-34,AC525,1-3,14.8
2022,BE,F,Y25-34,AC525,1-3,14.3
2006,BG,F,Y25-34,AC525,1-3,15.9
2015,BG,F,Y25-34,AC525,1-3,25.6
2022,BG,F,Y25-34,AC525,1-3,6.7
2006,CZ,F,Y25-34,AC525,1-3,27.6
2015,CZ,F,Y25-34,AC525,1-3,30.5
2022,CZ,F,Y25-34,AC525,1-3,4.3
2006,DK,F,Y25-34,AC525,1-3,21.1
2015,DK,F,Y25-34,AC525,1-3,23.6
2022,DK,F,Y25-34,AC525,1-3,20
2006,DE,F,Y25-34,AC525,1-3,25.5
2015,DE,F,Y25-34,AC525,1-3,20.2
2006,EE,F,Y25-34,AC525,1-3,21.5
2015,EE,F,Y25-34,AC525,1-3,19.6
2022,EE,F,Y25-34,AC525,1-3,19.8
2006,IE,F,Y25-34,AC525,1-3,22.3
2015,IE,F,Y25-34,AC525,1-3,20.2
2022,IE,F,Y25-34,AC525,1-3,27
2006,EL,F,Y25-34,AC525,1-3,15.5
2015,EL,F,Y25-34,AC525,1-3,29.2
2022,EL,F,Y25-34,AC525,1-3,10.5
2006,ES,F,Y25-34,AC525,1-3,14.1
2015,ES,F,Y25-34,AC525,1-3,15.6
2022,ES,F,Y25-34,AC525,1-3,15.4
2006,FR,F,Y25-34,AC525,1-3,17.4
2015,FR,F,Y25-34,AC525,1-3,22.3
2022,FR,F,Y25-34,AC525,1-3,14.4
2015,HR,F,Y25-34,AC525,1-3,23.3
2022,HR,F,Y25-34,AC525,1-3,12.9
2006,IT,F,Y25-34,AC525,1-3,16.5
2015,IT,F,Y25-34,AC525,1-3,18.5
2022,IT,F,Y25-34,AC525,1-3,15.6
2006,CY,F,Y25-34,AC525,1-3,9.5
2015,CY,F,Y25-34,AC525,1-3,13.5
2022,CY,F,Y25-34,AC525,1-3,7.2
2006,LV,F,Y25-34,AC525,1-3,25.1
2015,LV,F,Y25-34,AC525,1-3,30.2
2022,LV,F,Y25-34,AC525,1-3,13.3
2006,LT,F,Y25-34,AC525,1-3,14.8
2015,LT,F,Y25-34,AC525,1-3,17.3
2022,LT,F,Y25-34,AC525,1-3,11.4
2006,LU,F,Y25-34,AC525,1-3,18.4
2015,LU,F,Y25-34,AC525,1-3,20.2
2022,LU,F,Y25-34,AC525,1-3,34.4
2006,HU,F,Y25-34,AC525,1-3,20.2
2015,HU,F,Y25-34,AC525,1-3,15.7
2022,HU,F,Y25-34,AC525,1-3,9.2
2006,MT,F,Y25-34,AC525,1-3,13.1
2015,MT,F,Y25-34,AC525,1-3,12.9
2022,MT,F,Y25-34,AC525,1-3,12
2006,NL,F,Y25-34,AC525,1-3,19
2015,NL,F,Y25-34,AC525,1-3,23.8
2022,NL,F,Y25-34,AC525,1-3,19.5
2006,AT,F,Y25-34,AC525,1-3,16
2015,AT,F,Y25-34,AC525,1-3,23.3
2022,AT,F,Y25-34,AC525,1-3,12.8
2006,PL,F,Y25-34,AC525,1-3,17.1
2015,PL,F,Y25-34,AC525,1-3,27.1
2022,PL,F,Y25-34,AC525,1-3,16.8
2006,PT,F,Y25-34,AC525,1-3,28.4
2015,PT,F,Y25-34,AC525,1-3,20.3
2022,PT,F,Y25-34,AC525,1-3,19.4
2015,RO,F,Y25-34,AC525,1-3,15.2
2022,RO,F,Y25-34,AC525,1-3,10.7
2006,SI,F,Y25-34,AC525,1-3,18
2015,SI,F,Y25-34,AC525,1-3,19
2022,SI,F,Y25-34,AC525,1-3,9.6
2006,SK,F,Y25-34,AC525,1-3,32.5
2015,SK,F,Y25-34,AC525,1-3,26.8
2022,SK,F,Y25-34,AC525,1-3,16.1
2006,FI,F,Y25-34,AC525,1-3,29.9
2015,FI,F,Y25-34,AC525,1-3,39.8
2022,FI,F,Y25-34,AC525,1-3,22.1
2006,SE,F,Y25-34,AC525,1-3,23.1
2015,SE,F,Y25-34,AC525,1-3,28.5
2022,SE,F,Y25-34,AC525,1-3,18.2
2006,IS,F,Y25-34,AC525,1-3,17.9
2015,IS,F,Y25-34,AC525,1-3,21.2
2006,NO,F,Y25-34,AC525,1-3,22.1
2015,NO,F,Y25-34,AC525,1-3,26.2
2022,NO,F,Y25-34,AC525,1-3,23
2015,CH,F,Y25-34,AC525,1-3,27.3
2022,CH,F,Y25-34,AC525,1-3,17.4
2006,UK,F,Y25-34,AC525,1-3,20.3
2015,UK,F,Y25-34,AC525,1-3,30.1
2015,ME,F,Y25-34,AC525,1-3,24.1
2022,ME,F,Y25-34,AC525,1-3,4.1
2015,MK,F,Y25-34,AC525,1-3,18
2015,RS,F,Y25-34,AC525,1-3,12.6
2022,RS,F,Y25-34,AC525,1-3,7.6
2022,TR,F,Y25-34,AC525,1-3,3.5
2006,BE,T,Y35-49,AC525,1-3,16.8
2015,BE,T,Y35-49,AC525,1-3,16.5
2022,BE,T,Y35-49,AC525,1-3,17.6
2006,BG,T,Y35-49,AC525,1-3,12
2015,BG,T,Y35-49,AC525,1-3,18
2022,BG,T,Y35-49,AC525,1-3,9.9
2006,CZ,T,Y35-49,AC525,1-3,27.5
2015,CZ,T,Y35-49,AC525,1-3,29.7
2022,CZ,T,Y35-49,AC525,1-3,6.9
2006,DK,T,Y35-49,AC525,1-3,18
2015,DK,T,Y35-49,AC525,1-3,35.5
2022,DK,T,Y35-49,AC525,1-3,22
2006,DE,T,Y35-49,AC525,1-3,28.6
2015,DE,T,Y35-49,AC525,1-3,26
2006,EE,T,Y35-49,AC525,1-3,22.9
2015,EE,T,Y35-49,AC525,1-3,22.5
2022,EE,T,Y35-49,AC525,1-3,16.4
2006,IE,T,Y35-49,AC525,1-3,18.1
2015,IE,T,Y35-49,AC525,1-3,23.3
2022,IE,T,Y35-49,AC525,1-3,25
2006,EL,T,Y35-49,AC525,1-3,18.6
2015,EL,T,Y35-49,AC525,1-3,35
2022,EL,T,Y35-49,AC525,1-3,15.5
2006,ES,T,Y35-49,AC525,1-3,16.8
2015,ES,T,Y35-49,AC525,1-3,15.4
2022,ES,T,Y35-49,AC525,1-3,16.8
2006,FR,T,Y35-49,AC525,1-3,20.2
2015,FR,T,Y35-49,AC525,1-3,23.5
2022,FR,T,Y35-49,AC525,1-3,17.7
2015,HR,T,Y35-49,AC525,1-3,25.8
2022,HR,T,Y35-49,AC525,1-3,13
2006,IT,T,Y35-49,AC525,1-3,17.1
2015,IT,T,Y35-49,AC525,1-3,15.6
2022,IT,T,Y35-49,AC525,1-3,15.3
2006,CY,T,Y35-49,AC525,1-3,10.8
2015,CY,T,Y35-49,AC525,1-3,16.6
2022,CY,T,Y35-49,AC525,1-3,10.5
2006,LV,T,Y35-49,AC525,1-3,25
2015,LV,T,Y35-49,AC525,1-3,29.7
2022,LV,T,Y35-49,AC525,1-3,17.3
2006,LT,T,Y35-49,AC525,1-3,16.5
2015,LT,T,Y35-49,AC525,1-3,36.6
2022,LT,T,Y35-49,AC525,1-3,14.6
2006,LU,T,Y35-49,AC525,1-3,21.4
2015,LU,T,Y35-49,AC525,1-3,28.2
2022,LU,T,Y35-49,AC525,1-3,32
2006,HU,T,Y35-49,AC525,1-3,18.5
2015,HU,T,Y35-49,AC525,1-3,23.9
2022,HU,T,Y35-49,AC525,1-3,11.8
2006,MT,T,Y35-49,AC525,1-3,17.2
2015,MT,T,Y35-49,AC525,1-3,12.7
2022,MT,T,Y35-49,AC525,1-3,13.6
2006,NL,T,Y35-49,AC525,1-3,16.4
2015,NL,T,Y35-49,AC525,1-3,20.8
2022,NL,T,Y35-49,AC525,1-3,15.1
2006,AT,T,Y35-49,AC525,1-3,15.9
2015,AT,T,Y35-49,AC525,1-3,26
2022,AT,T,Y35-49,AC525,1-3,15.6
2006,PL,T,Y35-49,AC525,1-3,16.9
2015,PL,T,Y35-49,AC525,1-3,33.7
2022,PL,T,Y35-49,AC525,1-3,18.5
2006,PT,T,Y35-49,AC525,1-3,23
2015,PT,T,Y35-49,AC525,1-3,17.3
2022,PT,T,Y35-49,AC525,1-3,15.2
2015,RO,T,Y35-49,AC525,1-3,20.3
2022,RO,T,Y35-49,AC525,1-3,11.7
2006,SI,T,Y35-49,AC525,1-3,17.8
2015,SI,T,Y35-49,AC525,1-3,25
2022,SI,T,Y35-49,AC525,1-3,17.5
2006,SK,T,Y35-49,AC525,1-3,28.5
2015,SK,T,Y35-49,AC525,1-3,25
2022,SK,T,Y35-49,AC525,1-3,17.6
2006,FI,T,Y35-49,AC525,1-3,27.2
2015,FI,T,Y35-49,AC525,1-3,32
2022,FI,T,Y35-49,AC525,1-3,22.1
2006,SE,T,Y35-49,AC525,1-3,19.2
2015,SE,T,Y35-49,AC525,1-3,24.8
2022,SE,T,Y35-49,AC525,1-3,21
2006,IS,T,Y35-49,AC525,1-3,20.6
2015,IS,T,Y35-49,AC525,1-3,18.4
2006,NO,T,Y35-49,AC525,1-3,20
2015,NO,T,Y35-49,AC525,1-3,19.8
2022,NO,T,Y35-49,AC525,1-3,23.5
2015,CH,T,Y35-49,AC525,1-3,26.9
2022,CH,T,Y35-49,AC525,1-3,21.3
2006,UK,T,Y35-49,AC525,1-3,22.6
2015,UK,T,Y35-49,AC525,1-3,26.2
2022,ME,T,Y35-49,AC525,1-3,10.8
2015,MK,T,Y35-49,AC525,1-3,20.4
2015,RS,T,Y35-49,AC525,1-3,17.5
2022,RS,T,Y35-49,AC525,1-3,15.1
2022,TR,T,Y35-49,AC525,1-3,5.6
2006,BE,M,Y35-49,AC525,1-3,19.7
2015,BE,M,Y35-49,AC525,1-3,18
2022,BE,M,Y35-49,AC525,1-3,19.4
2006,BG,M,Y35-49,AC525,1-3,14.8
2015,BG,M,Y35-49,AC525,1-3,27.7
2022,BG,M,Y35-49,AC525,1-3,15.3
2006,CZ,M,Y35-49,AC525,1-3,28
2015,CZ,M,Y35-49,AC525,1-3,33.3
2022,CZ,M,Y35-49,AC525,1-3,5.4
2006,DK,M,Y35-49,AC525,1-3,20.8
2015,DK,M,Y35-49,AC525,1-3,40.4
2022,DK,M,Y35-49,AC525,1-3,25.5
2006,DE,M,Y35-49,AC525,1-3,29.8
2015,DE,M,Y35-49,AC525,1-3,29.8
2006,EE,M,Y35-49,AC525,1-3,36.2
2015,EE,M,Y35-49,AC525,1-3,30.2
2022,EE,M,Y35-49,AC525,1-3,15.6
2006,IE,M,Y35-49,AC525,1-3,16.6
2015,IE,M,Y35-49,AC525,1-3,25.5
2022,IE,M,Y35-49,AC525,1-3,29.9
2006,EL,M,Y35-49,AC525,1-3,24.4
2015,EL,M,Y35-49,AC525,1-3,44.3
2022,EL,M,Y35-49,AC525,1-3,21.5
2006,ES,M,Y35-49,AC525,1-3,18.1
2015,ES,M,Y35-49,AC525,1-3,20.2
2022,ES,M,Y35-49,AC525,1-3,20.9
2006,FR,M,Y35-49,AC525,1-3,24.7
2015,FR,M,Y35-49,AC525,1-3,27.5
2022,FR,M,Y35-49,AC525,1-3,21.5
2015,HR,M,Y35-49,AC525,1-3,36.3
2022,HR,M,Y35-49,AC525,1-3,16.8
2006,IT,M,Y35-49,AC525,1-3,20.6
2015,IT,M,Y35-49,AC525,1-3,18.6
2022,IT,M,Y35-49,AC525,1-3,19.7
2006,CY,M,Y35-49,AC525,1-3,13.6
2015,CY,M,Y35-49,AC525,1-3,20.2
2022,CY,M,Y35-49,AC525,1-3,16.2
2006,LV,M,Y35-49,AC525,1-3,28.7
2015,LV,M,Y35-49,AC525,1-3,32.8
2022,LV,M,Y35-49,AC525,1-3,19.6
2006,LT,M,Y35-49,AC525,1-3,22.1
2015,LT,M,Y35-49,AC525,1-3,52.9
2022,LT,M,Y35-49,AC525,1-3,17.8
2006,LU,M,Y35-49,AC525,1-3,21.2
2015,LU,M,Y35-49,AC525,1-3,30.2
2022,LU,M,Y35-49,AC525,1-3,39.1
2006,HU,M,Y35-49,AC525,1-3,21.6
2015,HU,M,Y35-49,AC525,1-3,26.7
2022,HU,M,Y35-49,AC525,1-3,17.1
2006,MT,M,Y35-49,AC525,1-3,15
2015,MT,M,Y35-49,AC525,1-3,13.5
2022,MT,M,Y35-49,AC525,1-3,17.8
2006,NL,M,Y35-49,AC525,1-3,21
2015,NL,M,Y35-49,AC525,1-3,23
2022,NL,M,Y35-49,AC525,1-3,16.9
2006,AT,M,Y35-49,AC525,1-3,16.9
2015,AT,M,Y35-49,AC525,1-3,28
2022,AT,M,Y35-49,AC525,1-3,16.9
2006,PL,M,Y35-49,AC525,1-3,20.4
2015,PL,M,Y35-49,AC525,1-3,40.5
2022,PL,M,Y35-49,AC525,1-3,22.1
2006,PT,M,Y35-49,AC525,1-3,29.3
2015,PT,M,Y35-49,AC525,1-3,22.6
2022,PT,M,Y35-49,AC525,1-3,20
2015,RO,M,Y35-49,AC525,1-3,24.7
2022,RO,M,Y35-49,AC525,1-3,16.5
2006,SI,M,Y35-49,AC525,1-3,19.2
2015,SI,M,Y35-49,AC525,1-3,32.7
2022,SI,M,Y35-49,AC525,1-3,21.7
2006,SK,M,Y35-49,AC525,1-3,29.8
2015,SK,M,Y35-49,AC525,1-3,30.3
2022,SK,M,Y35-49,AC525,1-3,27.3
2006,FI,M,Y35-49,AC525,1-3,30.1
2015,FI,M,Y35-49,AC525,1-3,32.6
2022,FI,M,Y35-49,AC525,1-3,24.8
2006,SE,M,Y35-49,AC525,1-3,20.3
2015,SE,M,Y35-49,AC525,1-3,29.2
2022,SE,M,Y35-49,AC525,1-3,24.2
2006,IS,M,Y35-49,AC525,1-3,29.5
2015,IS,M,Y35-49,AC525,1-3,12.7
2006,NO,M,Y35-49,AC525,1-3,18.3
2015,NO,M,Y35-49,AC525,1-3,20.5
2022,NO,M,Y35-49,AC525,1-3,23.8
2015,CH,M,Y35-49,AC525,1-3,27.5
2022,CH,M,Y35-49,AC525,1-3,23.8
2006,UK,M,Y35-49,AC525,1-3,25.5
2015,UK,M,Y35-49,AC525,1-3,28.4
2022,ME,M,Y35-49,AC525,1-3,18.1
2015,MK,M,Y35-49,AC525,1-3,34
2015,RS,M,Y35-49,AC525,1-3,23.9
2022,RS,M,Y35-49,AC525,1-3,25.9
2022,TR,M,Y35-49,AC525,1-3,8.1
2006,BE,F,Y35-49,AC525,1-3,13.9
2015,BE,F,Y35-49,AC525,1-3,15.2
2022,BE,F,Y35-49,AC525,1-3,16.1
2006,BG,F,Y35-49,AC525,1-3,10.1
2015,BG,F,Y35-49,AC525,1-3,11.3
2022,BG,F,Y35-49,AC525,1-3,6.4
2006,CZ,F,Y35-49,AC525,1-3,26.9
2015,CZ,F,Y35-49,AC525,1-3,26.1
2022,CZ,F,Y35-49,AC525,1-3,8.1
2006,DK,F,Y35-49,AC525,1-3,16
2015,DK,F,Y35-49,AC525,1-3,31.4
2022,DK,F,Y35-49,AC525,1-3,19.6
2006,DE,F,Y35-49,AC525,1-3,26.6
2015,DE,F,Y35-49,AC525,1-3,20.5
2006,EE,F,Y35-49,AC525,1-3,15.8
2015,EE,F,Y35-49,AC525,1-3,18.1
2022,EE,F,Y35-49,AC525,1-3,17
2006,IE,F,Y35-49,AC525,1-3,19.2
2015,IE,F,Y35-49,AC525,1-3,21.8
2022,IE,F,Y35-49,AC525,1-3,21.1
2006,EL,F,Y35-49,AC525,1-3,12.8
2015,EL,F,Y35-49,AC525,1-3,26.4
2022,EL,F,Y35-49,AC525,1-3,10.8
2006,ES,F,Y35-49,AC525,1-3,15.5
2015,ES,F,Y35-49,AC525,1-3,11.4
2022,ES,F,Y35-49,AC525,1-3,13.6
2006,FR,F,Y35-49,AC525,1-3,16.6
2015,FR,F,Y35-49,AC525,1-3,20.2
2022,FR,F,Y35-49,AC525,1-3,14.5
2015,HR,F,Y35-49,AC525,1-3,18.9
2022,HR,F,Y35-49,AC525,1-3,10.6
2006,IT,F,Y35-49,AC525,1-3,14.1
2015,IT,F,Y35-49,AC525,1-3,13.1
2022,IT,F,Y35-49,AC525,1-3,12.4
2006,CY,F,Y35-49,AC525,1-3,7.8
2015,CY,F,Y35-49,AC525,1-3,13.6
2022,CY,F,Y35-49,AC525,1-3,6.2
2006,LV,F,Y35-49,AC525,1-3,23.1
2015,LV,F,Y35-49,AC525,1-3,28.3
